name,birth_date,player_wiki_link,city,population,city_wiki,parent_city,is_manual
Dénes József,1905.05.04,http://hu.wikipedia.org/wiki/D%C3%A9nes_J%C3%B3zsef_(labdar%C3%BAg%C3%B3),Kispest,50000.0,http://hu.wikipedia.org/wiki/Kispest,BP,m
Déri Károly,1910.09.26,http://hu.wikipedia.org/wiki/D%C3%A9ri_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Détári Lajos,1963.04.24,http://hu.wikipedia.org/wiki/D%C3%A9t%C3%A1ri_Lajos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Deutsch Árpád,1894.10.01,http://hu.wikipedia.org/wiki/Deutsch_%C3%81rp%C3%A1d,?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Devecseri Szilárd,1990.02.13,http://hu.wikipedia.org/wiki/Devecseri_Szil%C3%A1rd,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Dibusz Dénes,1990.11.16,http://hu.wikipedia.org/wiki/Dibusz_D%C3%A9nes,Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Disztl László,1962.06.04,http://hu.wikipedia.org/wiki/Disztl_L%C3%A1szl%C3%B3,Baja,33142.0,https://hu.wikipedia.org/wiki/Baja,,
Disztl Péter,1960.03.30,http://hu.wikipedia.org/wiki/Disztl_P%C3%A9ter,Baja,33142.0,https://hu.wikipedia.org/wiki/Baja,,
Dobó Gyula,1890.10.09,http://hu.wikipedia.org/wiki/Dob%C3%B3_Gyula_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dobos Károly,1901.11.29,http://hu.wikipedia.org/wiki/Dobos_K%C3%A1roly_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dombi Tibor,1973.11.11,http://hu.wikipedia.org/wiki/Dombi_Tibor,Püspökladány,13180.0,https://hu.wikipedia.org/wiki/Püspökladány,,
Domonkos László,1886.10.10,http://hu.wikipedia.org/wiki/Domonkos_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dragóner Attila,1974.11.15,http://hu.wikipedia.org/wiki/Drag%C3%B3ner_Attila,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Drössler Béla,1903.02.23,http://hu.wikipedia.org/wiki/D%C3%B6m%C3%B6t%C3%B6r_B%C3%A9la,?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Dudás Gyula,1902.01.07,http://hu.wikipedia.org/wiki/Dud%C3%A1s_Gyula_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dudás János,1911.01.11,http://hu.wikipedia.org/wiki/Dud%C3%A1s_J%C3%A1nos_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dudás Zoltán,1933.08.11,http://hu.wikipedia.org/wiki/Dud%C3%A1s_Zolt%C3%A1n,Miskolc,145248.0,https://hu.wikipedia.org/wiki/Miskolc,,
Dunai Antal,1943.03.21,http://hu.wikipedia.org/wiki/Dunai_Antal,Gara,2110.0,http://hu.wikipedia.org/wiki/Gara_(Magyarorsz%C3%A1g),,
Dunai Ede,1949.07.14,http://hu.wikipedia.org/wiki/Dunai_Ede,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dunai János,1937.06.26,http://hu.wikipedia.org/wiki/Dunai_J%C3%A1nos,Gara,2110.0,http://hu.wikipedia.org/wiki/Gara_(Magyarorsz%C3%A1g),,
Dunai Lajos,1942.11.29,http://hu.wikipedia.org/wiki/Dunai_Lajos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Duró József,1966.07.26,http://hu.wikipedia.org/wiki/Dur%C3%B3_J%C3%B3zsef,Berettyóújfalu,14040.0,https://hu.wikipedia.org/wiki/Berettyóújfalu,,
Dürr Antal,1890.05.13,http://hu.wikipedia.org/wiki/D%C3%BCrr_Antal,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Dvéri Zsolt,1976.08.12,http://hu.wikipedia.org/wiki/Dv%C3%A9ri_Zsolt,Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Dzsudzsák Balázs,1986.12.23,http://hu.wikipedia.org/wiki/Dzsudzs%C3%A1k_Bal%C3%A1zs,Debrecen,201582.0,https://hu.wikipedia.org/wiki/Debrecen,,
Ebedli Zoltán,1953.10.26,http://hu.wikipedia.org/wiki/Ebedli_Zolt%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Éger László,1977.05.07,http://hu.wikipedia.org/wiki/%C3%89ger_L%C3%A1szl%C3%B3,Paks,17827.0,https://hu.wikipedia.org/wiki/Paks,,
Egresi Béla,1922.04.05,http://hu.wikipedia.org/wiki/Egresi_B%C3%A9la,Szigetújfalu,2183.0,https://hu.wikipedia.org/wiki/Szigetújfalu,,
Egressy Gábor,1974.02.11,http://hu.wikipedia.org/wiki/Egressy_G%C3%A1bor_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Eisenhoffer József,1900.11.08,http://hu.wikipedia.org/wiki/Eisenhoffer_J%C3%B3zsef,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Elek Ákos,1988.07.21,http://hu.wikipedia.org/wiki/Elek_Ákos,Ózd,30865.0,https://hu.wikipedia.org/wiki/Ózd,,
Emődi Rezső,1903.03.09,http://hu.wikipedia.org/wiki/Em%C5%91di_Rezs%C5%91,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Engel Vilmos,1894.03.11,http://hu.wikipedia.org/wiki/Engel_Vilmos,?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Eőry Mihály,1909.09.21,http://hu.wikipedia.org/wiki/E%C5%91ry_Mih%C3%A1ly,Nagykamarás,1114.0,https://hu.wikipedia.org/wiki/Nagykamarás,,
Eppel Márton,1991.11.20,https://hu.wikipedia.org/wiki/Eppel_Márton,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Erős Károly,1971.12.20,http://hu.wikipedia.org/wiki/Er%C5%91s_K%C3%A1roly,Cegléd,36344.0,https://hu.wikipedia.org/wiki/Cegléd,,
Esterházy Márton,1956.04.09,http://hu.wikipedia.org/wiki/Esterh%C3%A1zy_M%C3%A1rton,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Eszenyi Dénes,1968.01.09,"http://hu.wikipedia.org/wiki/Eszenyi_D%C3%A9nes_(labdar%C3%BAg%C3%B3,_1968)",Nyíregyháza,115711.0,https://hu.wikipedia.org/wiki/Nyíregyháza,,
Fábián Tibor,1946.07.26,http://hu.wikipedia.org/wiki/F%C3%A1bi%C3%A1n_Tibor_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Faragó Lajos,1932.08.03,http://hu.wikipedia.org/wiki/Farag%C3%B3_Lajos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Farkas Balázs,1988.04.24,"http://hu.wikipedia.org/wiki/Farkas_Bal%C3%A1zs_(labdar%C3%BAg%C3%B3,_1988)",Nyíregyháza,115711.0,https://hu.wikipedia.org/wiki/Nyíregyháza,,
Farkas Balázs,1979.10.15,"http://hu.wikipedia.org/wiki/Farkas_Bal%C3%A1zs_(labdar%C3%BAg%C3%B3,_1979)",Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Farkas János,1942.03.27,http://hu.wikipedia.org/wiki/Farkas_J%C3%A1nos_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Farkas Simon,1965.12.14,http://hu.wikipedia.org/wiki/Farkas_Simon,Ózd,30865.0,https://hu.wikipedia.org/wiki/Ózd,,
Farkas Tibor,1957.03.04,http://hu.wikipedia.org/wiki/Farkas_Tibor_(labdar%C3%BAg%C3%B3),Kecskemét,109731.0,https://hu.wikipedia.org/wiki/Kecskemét,,
Farkasházy László,1968.01.27,http://hu.wikipedia.org/wiki/Farkash%C3%A1zy_L%C3%A1szl%C3%B3,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fatér Károly,1940.04.09,http://hu.wikipedia.org/wiki/Fat%C3%A9r_K%C3%A1roly,Nyírlak,428.0,http://hu.wikipedia.org/wiki/Zalagy%C3%B6m%C3%B6r%C5%91,,
Fazekas Árpád,1930.06.23,"http://hu.wikipedia.org/wiki/Fazekas_%C3%81rp%C3%A1d_(labdar%C3%BAg%C3%B3,_1930)",Kámon,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Fazekas László,1947.10.15,http://hu.wikipedia.org/wiki/Fazekas_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Feczesin Róbert,1986.02.22,http://hu.wikipedia.org/wiki/Feczesin_R%C3%B3bert,Dabas,17527.0,https://hu.wikipedia.org/wiki/Dabas,,
Fehér Csaba,1975.09.02,http://hu.wikipedia.org/wiki/Feh%C3%A9r_Csaba,Szekszárd,30057.0,https://hu.wikipedia.org/wiki/Szekszárd,,
Fehér Ferenc,1902.10.03,http://hu.wikipedia.org/wiki/Feh%C3%A9r_Ferenc_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fehér Miklós,1979.07.20,http://hu.wikipedia.org/wiki/Feh%C3%A9r_Mikl%C3%B3s_(labdar%C3%BAg%C3%B3),Tatabánya,65874.0,https://hu.wikipedia.org/wiki/Tatabánya,,
Fehéry Ákos,1882.08.15,http://hu.wikipedia.org/wiki/Feh%C3%A9ry_%C3%81kos,Fót,20975.0,https://hu.wikipedia.org/wiki/Fót,,
Fejes Gábor,1947.04.08,http://hu.wikipedia.org/wiki/Fejes_G%C3%A1bor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fekete Jenő,1910.07.28,http://hu.wikipedia.org/wiki/Fekete_Jen%C5%91_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fekete László,1954.04.14,"http://hu.wikipedia.org/wiki/Fekete_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3,_1954)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fekete Miklós,1892.02.10,http://hu.wikipedia.org/wiki/Fekete_Mikl%C3%B3s_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Feketeházy Gyula,1888.08.04,http://hu.wikipedia.org/wiki/Feketeh%C3%A1zy_Gyula,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Feldmann Gyula,1890.11.16,http://hu.wikipedia.org/wiki/Feldmann_Gyula,Szeged,158829.0,https://hu.wikipedia.org/wiki/Szeged,,
Fenyvesi László,1908.05.22,http://hu.wikipedia.org/wiki/Fenyvesi_L%C3%A1szl%C3%B3,Tolcsva,1517.0,https://hu.wikipedia.org/wiki/Tolcsva,,m
Fenyvesi Máté,1933.09.19,http://hu.wikipedia.org/wiki/Fenyvesi_M%C3%A1t%C3%A9,Jánoshalma,7984.0,https://hu.wikipedia.org/wiki/Jánoshalma,,
Ferenczi István,1977.09.14,http://hu.wikipedia.org/wiki/Ferenczi_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Ferenczi János,1991.04.03,"https://hu.wikipedia.org/wiki/Ferenczi_János_(labdarúgó,_1991)",Debrecen,201582.0,https://hu.wikipedia.org/wiki/Debrecen,,
Ficzere Péter,1889.06.08,http://hu.wikipedia.org/wiki/Ficzere_P%C3%A9ter,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Filkor Attila,1988.07.12,http://hu.wikipedia.org/wiki/Filkor_Attila,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Finta Károly,1914.06.11,http://hu.wikipedia.org/wiki/Finta_K%C3%A1roly,Nagygencs,2658.0,https://hu.wikipedia.org/wiki/Nagygencs,,
Fiola Attila,1990.02.17,http://hu.wikipedia.org/wiki/Fiola_Attila,Szekszárd,30057.0,https://hu.wikipedia.org/wiki/Szekszárd,,
Fischer Lajos,1901.03.18,http://hu.wikipedia.org/wiki/Fischer_Lajos_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fischer Pál,1966.01.29,http://hu.wikipedia.org/wiki/Fischer_P%C3%A1l,Pilisszántó,2688.0,https://hu.wikipedia.org/wiki/Pilisszántó,,
Fister Ferenc,1940.02.23,http://hu.wikipedia.org/wiki/Fister_Ferenc,Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Fitos József,1959.11.04,http://hu.wikipedia.org/wiki/Fitos_J%C3%B3zsef,Nova,742.0,http://hu.wikipedia.org/wiki/Nova_(telep%C3%BCl%C3%A9s),,
Fodor Imre,1963.03.16,http://hu.wikipedia.org/wiki/Fodor_Imre_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fogl József,1897.08.14,http://hu.wikipedia.org/wiki/Fogl_J%C3%B3zsef,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Fogl Károly,1895.01.19,http://hu.wikipedia.org/wiki/Fogl_K%C3%A1roly,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Forró Gyula,1988.06.06,http://hu.wikipedia.org/wiki/Forró_Gyula,Orosháza,25472.0,https://hu.wikipedia.org/wiki/Orosháza,,
Friedrich István,1883.07.01,http://hu.wikipedia.org/wiki/Friedrich_Istv%C3%A1n,Malacka,18935.0,https://hu.wikipedia.org/wiki/Malacka,,m
Fritz Alajos,1885.06.21,http://hu.wikipedia.org/wiki/Fritz_Alajos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Fröhlich Sándor,1897.09.11,http://hu.wikipedia.org/wiki/Fr%C3%B6hlich_S%C3%A1ndor,?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Füle Antal,1966.11.26,http://hu.wikipedia.org/wiki/F%C3%BCle_Antal,Esztergom,28680.0,http://hu.wikipedia.org/wiki/Esztergom,,
Fülöp Márton,1983.05.03,http://hu.wikipedia.org/wiki/F%C3%BCl%C3%B6p_M%C3%A1rton,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Furmann Károly,1901.11.19,http://hu.wikipedia.org/wiki/Furmann_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Futács Márkó,1990.02.22,https://hu.wikipedia.org/wiki/Fut%C3%A1cs_M%C3%A1rk%C3%B3,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Futó Gyula,1908.12.29,http://hu.wikipedia.org/wiki/Fut%C3%B3_Gyula,Újpest,116057.0,http://hu.wikipedia.org/wiki/%C3%9Ajpest_(t%C3%B6rt%C3%A9nelmi_telep%C3%BCl%C3%A9s),,
Füzér János,1916.10.17,http://hu.wikipedia.org/wiki/F%C3%BCz%C3%A9r_J%C3%A1nos,Temesvár,250849.0,https://hu.wikipedia.org/wiki/Temesvár,,
Füzi Ákos,1978.03.24,http://hu.wikipedia.org/wiki/F%C3%BCzi_%C3%81kos,Kapuvár,9953.0,https://hu.wikipedia.org/wiki/Kapuvár,,
Füzi Gábor,1916.10.15,http://hu.wikipedia.org/wiki/F%C3%BCzi_G%C3%A1bor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
G. Tóth Péter,1913.02.01,http://hu.wikipedia.org/wiki/G._T%C3%B3th_P%C3%A9ter,Battonya,4966.0,https://hu.wikipedia.org/wiki/Battonya,,
Gabrovitz Emil,1876.02.09,http://hu.wikipedia.org/wiki/Gabrovitz_Emil,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gallina Károly,1907.11.05,http://hu.wikipedia.org/wiki/Gallina_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Garaba Imre,1958.07.29,http://hu.wikipedia.org/wiki/Garaba_Imre,Vác,34040.0,https://hu.wikipedia.org/wiki/Vác,,
Gáspár József,1955.06.28,"http://hu.wikipedia.org/wiki/G%C3%A1sp%C3%A1r_J%C3%B3zsef_(labdar%C3%BAg%C3%B3,_1955)",Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gazdag Dániel,1996.03.02,https://hu.wikipedia.org/wiki/Gazdag_Dániel,Nyíregyháza,115711.0,https://hu.wikipedia.org/wiki/Nyíregyháza,,
Géczi István,1944.03.16,http://hu.wikipedia.org/wiki/G%C3%A9czi_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Sajóörös,1490.0,https://hu.wikipedia.org/wiki/Sajóörös,,
Gelei József,1938.06.29,http://hu.wikipedia.org/wiki/Gelei_J%C3%B3zsef_(labdar%C3%BAg%C3%B3),Kunmadaras,4989.0,https://hu.wikipedia.org/wiki/Kunmadaras,,
Gelei Károly,1964.12.07,http://hu.wikipedia.org/wiki/Gelei_K%C3%A1roly,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gellér Sándor,1925.07.12,http://hu.wikipedia.org/wiki/Gell%C3%A9r_S%C3%A1ndor_(labdar%C3%BAg%C3%B3),Vesszős,1028.0,https://hu.wikipedia.org/wiki/Vesszős,,
Gencsy Dezső,1897.11.02,http://hu.wikipedia.org/wiki/Gencsy_Dezs%C5%91,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gera Zoltán,1979.04.22,http://hu.wikipedia.org/wiki/Gera_Zoltán_(labdarúgó),Pécs,141031.0,http://hu.wikipedia.org/wiki/P%C3%A9cs,,
Géresi Krisztián,1994.06.14,https://hu.wikipedia.org/wiki/Géresi_Krisztián,Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Geress Zoltán,1970.06.12,http://hu.wikipedia.org/wiki/Geress_Zolt%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gilicz István,1934.08.20,http://hu.wikipedia.org/wiki/Gilicz_Istv%C3%A1n,Kaposvár,59270.0,https://hu.wikipedia.org/wiki/Kaposvár,,
Gilly-Goldberger Pál,1881.01.14,http://hu.wikipedia.org/wiki/Gilly-Goldberger_P%C3%A1l,Bécs,1973403.0,http://hu.wikipedia.org/wiki/B%C3%A9cs,,
Ging József,1891.11.27,http://hu.wikipedia.org/wiki/Ging_J%C3%B3zsef,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gőcze Sándor,1921.11.29,http://hu.wikipedia.org/wiki/G%C5%91cze_S%C3%A1ndor,Tapolca,14206.0,https://hu.wikipedia.org/wiki/Tapolca,,
Godán Lajos,1952.01.21,http://hu.wikipedia.org/wiki/God%C3%A1n_Lajos,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Göröcs János,1939.05.08,http://hu.wikipedia.org/wiki/G%C3%B6r%C3%B6cs_J%C3%A1nos,Gánt,745.0,https://hu.wikipedia.org/wiki/Gánt,,
Gorszky Tivadar,1883.10.24,http://hu.wikipedia.org/wiki/Gorszky_Tivadar,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gregor József,1963.11.30,http://hu.wikipedia.org/wiki/Gregor_J%C3%B3zsef_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Grosics Gyula,1926.02.04,http://hu.wikipedia.org/wiki/Grosics_Gyula,Dorog,11424.0,https://hu.wikipedia.org/wiki/Dorog,,
Grósz Dezső,1898.09.19,http://hu.wikipedia.org/wiki/Gr%C3%B3sz_Dezs%C5%91_(labdar%C3%BAg%C3%B3),Baja,33142.0,https://hu.wikipedia.org/wiki/Baja,,
Grósz József,1883.11.15,http://hu.wikipedia.org/wiki/Gr%C3%B3sz_J%C3%B3zsef,?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Gujdár Sándor,1951.11.08,http://hu.wikipedia.org/wiki/Gujd%C3%A1r_S%C3%A1ndor,Szentes,25417.0,https://hu.wikipedia.org/wiki/Szentes,,
Gulácsi Péter,1990.05.06,http://hu.wikipedia.org/wiki/Gul%C3%A1csi_P%C3%A9ter,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Guttmann Béla,1899.01.27,http://hu.wikipedia.org/wiki/Guttmann_B%C3%A9la,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Guzmics Richárd,1987.04.16,http://hu.wikipedia.org/wiki/Guzmics_Richárd,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Gyarmati János,1910.02.08,http://hu.wikipedia.org/wiki/Gyarmati_J%C3%A1nos,Tápiószele,5928.0,https://hu.wikipedia.org/wiki/Tápiószele,,
Gyepes Gábor,1981.06.26,http://hu.wikipedia.org/wiki/Gyepes_G%C3%A1bor,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gyetvai László,1918.12.11,http://hu.wikipedia.org/wiki/Gyetvai_L%C3%A1szl%C3%B3,Zólyom,42476.0,https://hu.wikipedia.org/wiki/Zólyom,,
Gyimesi László,1957.09.08,http://hu.wikipedia.org/wiki/Gyimesi_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Gyömbér Gábor,1988.02.27,http://hu.wikipedia.org/wiki/Gy%C3%B6mb%C3%A9r_G%C3%A1bor,Makó,21913.0,https://hu.wikipedia.org/wiki/Makó,,
Győri János,1976.09.10,http://hu.wikipedia.org/wiki/Gy%C5%91ri_J%C3%A1nos,Komló,21854.0,http://hu.wikipedia.org/wiki/Koml%C3%B3_(telep%C3%BCl%C3%A9s),,
Győri József,1910.09.03,https://hu.wikipedia.org/wiki/Győri_József_(labdarúgó),?,1671004.0,http://hu.wikipedia.org/wiki/Budapest,,
Gyurcsó Ádám,1991.03.06,http://hu.wikipedia.org/wiki/Gyurcs%C3%B3_%C3%81d%C3%A1m,Tatabánya,65874.0,https://hu.wikipedia.org/wiki/Tatabánya,,
Gyurik László,1925.07.05,http://hu.wikipedia.org/wiki/Gyurik_L%C3%A1szl%C3%B3,Szeged,158829.0,https://hu.wikipedia.org/wiki/Szeged,,
Háda József,1911.03.02,http://hu.wikipedia.org/wiki/H%C3%A1da_J%C3%B3zsef,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hahn Árpád,1965.03.12,http://hu.wikipedia.org/wiki/Hahn_%C3%81rp%C3%A1d,Paks,17827.0,https://hu.wikipedia.org/wiki/Paks,,
Hahn János,1995.03.15,https://hu.wikipedia.org/wiki/Hahn_János,Szekszárd,30057.0,https://hu.wikipedia.org/wiki/Szekszárd,,
Hajdu Attila,1971.04.13,http://hu.wikipedia.org/wiki/Hajdu_Attila,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hajnal Tamás,1981.03.15,http://hu.wikipedia.org/wiki/Hajnal_Tam%C3%A1s,Esztergom,28680.0,http://hu.wikipedia.org/wiki/Esztergom,,
Hajós Alfréd,1878.02.01,http://hu.wikipedia.org/wiki/Haj%C3%B3s_Alfr%C3%A9d,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hajós Árpád,1902.03.15,http://hu.wikipedia.org/wiki/Haj%C3%B3s_%C3%81rp%C3%A1d,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hajszán Gyula,1961.10.09,http://hu.wikipedia.org/wiki/Hajsz%C3%A1n_Gyula,Sopron,61784.0,https://hu.wikipedia.org/wiki/Sopron,,
Halász István,1951.10.12,http://hu.wikipedia.org/wiki/Hal%C3%A1sz_Istv%C3%A1n_(labdar%C3%BAg%C3%B3),Rakamaz,4179.0,https://hu.wikipedia.org/wiki/Rakamaz,,
Halmai Gábor,1972.01.07,http://hu.wikipedia.org/wiki/Halmai_G%C3%A1bor_(labdar%C3%BAg%C3%B3),Székesfehérvár,95915.0,https://hu.wikipedia.org/wiki/Székesfehérvár,,
Halmosi Péter,1979.09.25,http://hu.wikipedia.org/wiki/Halmosi_P%C3%A9ter,Szombathely,78446.0,https://hu.wikipedia.org/wiki/Szombathely,,
Halmosi Zoltán,1947.06.28,http://hu.wikipedia.org/wiki/Halmosi_Zolt%C3%A1n,Bozzai,291.0,https://hu.wikipedia.org/wiki/Bozzai,,
Hamar István,1970.10.06,http://hu.wikipedia.org/wiki/Hamar_Istv%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hámori Ferenc,1972.10.14,http://hu.wikipedia.org/wiki/H%C3%A1mori_Ferenc,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hámori László,1914.03.29,http://hu.wikipedia.org/wiki/H%C3%A1mori_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Tapolca,14206.0,https://hu.wikipedia.org/wiki/Tapolca,,
Handel György,1959.03.20,http://hu.wikipedia.org/wiki/Handel_Gy%C3%B6rgy,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hangya Szilveszter,1994.01.02,https://hu.wikipedia.org/wiki/Hangya_Szilveszter,Baja,33142.0,https://hu.wikipedia.org/wiki/Baja,,
Hannich Péter,1957.03.30,http://hu.wikipedia.org/wiki/Hannich_P%C3%A9ter,Győr,130020.0,https://hu.wikipedia.org/wiki/Győr,,
Harangozó Sándor,1913.02.05,http://hu.wikipedia.org/wiki/Harangoz%C3%B3_S%C3%A1ndor,Kispest,50000.0,http://hu.wikipedia.org/wiki/Kispest,BP,m
Harsányi László,1951.03.13,http://hu.wikipedia.org/wiki/Hars%C3%A1nyi_L%C3%A1szl%C3%B3_(labdar%C3%BAg%C3%B3),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Heffler Tibor,1987.05.17,https://hu.wikipedia.org/wiki/Heffler_Tibor,Dunaújváros,41873.0,https://hu.wikipedia.org/wiki/Dunaújváros,,
Hegedűs András,1922.10.25,https://hu.wikipedia.org/wiki/Hegedűs_András_(labdarúgó),Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Hegyi Sándor,1932.04.03,http://hu.wikipedia.org/wiki/Hegyi_S%C3%A1ndor,Dombóvár,17300.0,https://hu.wikipedia.org/wiki/Dombóvár,,
Henni Géza,1926.07.15,http://hu.wikipedia.org/wiki/Henni_G%C3%A9za,Szarvas,26215.0,http://hu.wikipedia.org/wiki/Kiskunhalas,,
Hercegfalvi Zoltán,1979.12.31,http://hu.wikipedia.org/wiki/Hercegfalvi_Zolt%C3%A1n,Budapest,1671004.0,https://hu.wikipedia.org/wiki/Budapest,,
Herczeg Miklós,1974.03.26,http://hu.wikipedia.org/wiki/Herczeg_Mikl%C3%B3s,Zalaszentgrót,5775.0,https://hu.wikipedia.org/wiki/Zalaszentgrót,,
Herédi Attila,1959.01.02,http://hu.wikipedia.org/wiki/Her%C3%A9di_Attila,Jánoshalma,7984.0,https://hu.wikipedia.org/wiki/Jánoshalma,,
